03,ANDHRA PRADESH,1.0
03,CHANDIGARH,1.0
03,DELHI,1.0
03,GOA,1.0
03,Gujarat,1.0
03,HARYANA,1.0
03,KARNATAKA,1.0
03,KERALA,1.0
03,MAHARASHTRA,1.0
03,ODISHA,1.0
03,RAJASTHAN,1.0
03,TAMIL NADU,1.0
03,TELANGANA,1.0
03,TRIPURA,1.0
03,UTTAR PRADESH,1.0
03,WEST BENGAL,1.0
04,ANDAMAN & NICOBAR,1.0
04,ANDHRA PRADESH,1.0
04,ARUNACHAL PRADESH,1.0
04,ASSAM,1.0
04,Arunachal Pradesh,1.0
04,BIHAR,1.0
04,Bihar,1.0
04,CHANDIGARH,1.0
04,CHHATTISGARH,1.0
04,Chandigarh,1.0
04,DADRA AND NAGAR,1.0
04,DELHI,1.0
04,Delhi,1.0
04,GOA,1.0
04,Goa,1.0
04,Gujarat,1.0
04,HARYANA,1.0
04,HIMACHAL PRADESH,1.0
04,JAMMU & KASHMIR,1.0
04,JHARKHAND,1.0
04,KARNATAKA,1.0
04,KERALA,1.0
04,LADAKH,1.0
04,MADHYA PRADESH,1.0
04,MAHARASHTRA,1.0
04,MANIPUR,1.0
04,MEGHALAYA,1.0
04,MIZORAM,1.0
04,Manipur,1.0
04,NAGALAND,1.0
04,New Delhi,1.0
04,ODISHA,1.0
04,Odisha,1.0
04,PB,1.0
04,PUDUCHERRY,1.0
04,PUNJAB,1.0
04,Punjab,1.0
04,RAJASTHAN,1.0
04,Rajasthan,1.0
04,SIKKIM,1.0
04,TAMIL NADU,1.0
04,TELANGANA,1.0
04,TRIPURA,1.0
04,UTTAR PRADESH,1.0
04,UTTARAKHAND,1.0
04,WEST BENGAL,1.0
04,delhi,1.0
04,punjab,1.0
04,rajasthan,1.0
05,ANDAMAN & NICOBAR,1.0
05,ANDHRA PRADESH,1.0
05,ARUNACHAL PRADESH,1.0
05,ASSAM,1.0
05,Arunachal pradesh,1.0
05,BIHAR,1.0
05,Bihar,1.0
05,CHANDIGARH,1.0
05,CHHATTISGARH,1.0
05,Chandigarh,1.0
05,DADRA AND NAGAR,1.0
05,DELHI,1.0
05,Delhi,1.0
05,GOA,1.0
05,Goa,1.0
05,Gujarat,1.0
05,HARYANA,1.0
05,HIMACHAL PRADESH,1.0
05,JAMMU & KASHMIR,1.0
05,JHARKHAND,1.0
05,KARNATAKA,1.0
05,KERALA,1.0
05,LADAKH,1.0
05,MADHYA PRADESH,1.0
05,MAHARASHTRA,1.0
05,MANIPUR,1.0
05,MEGHALAYA,1.0
05,MIZORAM,1.0
05,NAGALAND,1.0
05,New Delhi,1.0
05,ODISHA,1.0
05,PUDUCHERRY,1.0
05,PUNJAB,1.0
05,Pondicherry,1.0
05,Punjab,1.0
05,RAJASTHAN,1.0
05,Rajasthan,1.0
05,SIKKIM,1.0
05,TAMIL NADU,1.0
05,TELANGANA,1.0
05,TRIPURA,1.0
05,UTTAR PRADESH,1.0
05,UTTARAKHAND,1.0
05,WEST BENGAL,1.0
05,bihar,1.0
05,delhi,1.0
05,goa,1.0
05,punjab,1.0
06,ANDAMAN & NICOBAR,1.0
06,ANDHRA PRADESH,1.0
06,ARUNACHAL PRADESH,1.0
06,ASSAM,1.0
06,BIHAR,1.0
06,Bihar,1.0
06,CHANDIGARH,1.0
06,CHHATTISGARH,1.0
06,Chandigarh,1.0
06,DADRA AND NAGAR,1.0
06,DELHI,1.0
06,Delhi,1.0
06,GOA,1.0
06,Goa,1.0
06,Gujarat,1.0
06,HARYANA,1.0
06,HIMACHAL PRADESH,1.0
06,JAMMU & KASHMIR,1.0
06,JHARKHAND,1.0
06,KARNATAKA,1.0
06,KERALA,1.0
06,LADAKH,1.0
06,LAKSHADWEEP,1.0
06,MADHYA PRADESH,1.0
06,MAHARASHTRA,1.0
06,MANIPUR,1.0
06,MEGHALAYA,1.0
06,MIZORAM,1.0
06,Mizoram,1.0
06,NAGALAND,1.0
06,New Delhi,1.0
06,ODISHA,1.0
06,Orissa,1.0
06,PUDUCHERRY,1.0
06,PUNJAB,1.0
06,Punjab,1.0
06,RAJASTHAN,1.0
06,Rajasthan,1.0
06,SIKKIM,1.0
06,Sikkim,1.0
06,TAMIL NADU,1.0
06,TELANGANA,1.0
06,TRIPURA,1.0
06,UTTAR PRADESH,1.0
06,UTTARAKHAND,1.0
06,WEST BENGAL,1.0
06,delhi,1.0
